,,,,,
BR128728227,PI1107340,21.12.2011,BR,processo tecnológico para aproveitamento de bagaço de maça: extração de compostos funcionais e enriquecimento protéico durante a fermentação alcoólica do mosto de maças,A23K 1/14; C12F 3/00; C12F 3/10; C12P 7/22
BR6259018,104400-1,03.08.2001,BR,Uso do bagaço de cana-de-açucar como material de suporte na fase de enraizamento em processo de micropropagação vegetal,A01H 4/00; A01H 4/00; C12N 5/04; C12N 5/04
BR193338366,102015021056,31.08.2015,BR,PROCESSO DE REAPROVEITAMENTO DE BIOMASSA DE LEVEDO NA INTEGRAÇÃO DE FERMENTAÇÕES ALCOÓLICAS DE CANA E SUBSTRATOS AMILÁCEOS,C12P 7/08
BR6312614,9602148-9,03.05.1996,BR,"Compostos, processo para sua preparação, medicamento e uso dos compostos",C07D 251/00; C07D 251/70; A61K 31/165; A61K 31/165; A61K 31/21; A61K 31/27; A61K 31/35; A61K 31/35; A61K 31/352; A61K 31/352; A61K 31/53; A61K 31/53; A61K 31/70; A61K 31/70; A61K 31/7028; A61K 31/7028; A61P 7/00; A61P 7/02; A61P 9/00; A61P 9/10; A61P 31/00; A61P 31/12; A61P 43/00; A61P 43/00; C07C 305/00; C07C 305/06; C07C 305/10; C07D 311/00; C07D 311/22; C07H 15/00; C07H 15/18
BR383977736,102021013005,30.06.2021,BR,"PROCESSO DE OBTENÇÃO DE UM COQUETEL ENZIMÁTICO, COQUETEL ENZIMÁTICO ASSIM OBTIDO E SEU USO NO PRÉ-TRATAMENTO DA CANA-DE-AÇÚCAR",C12P 39/00; C12N 9/14; C12R 1/885; C12R 1/645
BR6259839,106355-3,14.12.2001,BR,Processo de purificação do álcool etìlico carburante para obtenção do álcool etìlico puro,C07C 29/00; C07C 29/76
BR6182624,9800336-4,16.01.1998,BR,Processo para hidrogenação de aç·cares.,C07H 15/00; C07H 15/04; B01J 23/16; B01J 23/24; B01J 23/755; B01J 23/755; C07B 31/00; C07B 31/00; C07B 61/00; C07B 61/00; C07C 31/00; C07C 31/26; C07H 1/00; C07H 1/00; C07H 3/00; C07H 3/04
BR6239098,7342-3,27.12.2000,BR,"Produção de goma xantana por fermentação a partir de mandioca, batata e resìduos das agroindústrias cafeeira, de batata e de mandioca",C12P 19/00; C12P 19/06
BR372571061,102021003264,22.02.2021,BR,"NOVO PROCESSO DE PRODUÇÃO DE BRIQUETES COM MAIOR DURABILIDADE UTILIZANDO FRAÇÕES DA CANA-DE-AÇÚCAR, E ADITIVOS; BRIQUETES E SEU USO",C10L 5/44; C10L 5/14; C10L 5/36
BR372572048,SG2020050777,23.12.2020,BR,COMPOSIÇÕES DE POLIFENOL E ACÚCARES INCLUINDO VINHAÇA E/OU DIGESTATO E MÉTODOS DE SUA PREPARAÇÃO,C12F 3/00; B01D 15/00; B01J 20/22; C13B 50/00; A23L 5/20; C12P 1/04
BR6274293,113262-8,26.04.2001,BR,Processo para a produção de etanol com hidrólisse de ácido diluìdo utilizando lignocelulosicos parcialmente secos,C12P 7/02; C12P 7/08; C12P 7/10; C13K 1/00; C13K 1/02
BR128742198,102013000525,08.01.2013,BR,"biocombustível contendo compostos furânicos e compostos alcoxi benzenos e o processo para a obtenção desses compostos a partir de cana de açúcar pela hidrólise de celulose, açúcares e lignina em líquido iônicos",C10L 1/02
BR225261278,EP2016060747,12.05.2016,BR,PROCESSO PARA A HIDRÓLISE DE BIOMASSA,C12P 19/14; C12P 7/06
BR368143574,102020026212,21.12.2020,BR,BIOPROCESSO DE PRODUÇÃO DE BIOMASSA DE TRAUSTOQUITRÍDEO RICA EM ÁCIDO DOCOSAHEXAENÓICO UTILIZANDO RESÍDUOS AGROINDUSTRIAIS E BIOPRODUTO COMPOSTO DE BIOMASSA DE TRAUSTOQUITRÍDEO,C12N 1/12; C12P 7/08
BR6275960,201388-6,01.04.2002,BR,Processo de fermentação alcoólica,C12P 7/02; C12P 7/06
BR375232424,102021005636,24.03.2021,BR,ADITIVO DE BIOMASSA RESIDUAL PROVENIENTE DA DESTILAÇÃO DE BIOETANOL CELULÓSICO E APLICADO À PÉLETES,C10L 5/44; C10L 5/14; C10L 5/36
BR29923513,PI0708416,01.03.2007,BR,"CATALISADOR PARA A HIDRÓLISE DE CELULOSE E/OU A REDUÇÃO DE PRODUTOS DA HIDRÓLISE, E, MÉTODO DE PRODUÇÃO DE ÁLCOOIS DE AÇÚCAR",B01J 23/44; B01J 23/46; B01J 29/74; C07B 61/00; C07C 29/10; C07C 31/26
BR29921856,PI0903273,01.09.2009,BR,PRODUÇÃO BIOTECNOLÓGICA DE XILITOL A PARTIR DO BAGAÇO DE CANA-DE-AÇÚCAR ORGÂNICO,C12P 7/18
BR6378674,PI0801567-8,05.05.2008,BR,PROCESSO DE PRODUÇÃO E QUANTIFICAÇÃO DE ESPOROS DO Bacillus Atrophaeus UTILIZANDO RESÍDUOS E SUBPRODUTOS DO PROCESSAMENTO DA SOJA E DA CANA-DE-AÇÚCAR,C12N 1/20; C12R 1/07; C12N 3/00
BR30788447,PI1001144,01.04.2010,BR,PROCESSO DE PRODUÇÃO DE BIOMASSA DE LEVEDURA ENRIQUECIDA COM COBRE OU ZINCO,A23K 1/00; A23K 1/02; A23K 1/175; C12N 1/16; C12R 1/72; C12R 1/84; A23L 1/304
BR128738958,102012026872,19.10.2012,BR,processo de produção de enzimas com o fungo filamentoso penicillium echinulatum para uso na hidrólise enzimática de biomassa lignocelulósica,C12N 1/14; C12R 1/80; C12N 9/14
BR29928809,PI0622271,19.07.2006,BR,MÉTODO PARA PRÉ-TRATAMENTO HIDROTÉRMICO CONTÍNUO DE MATÉRIA-PRIMA DE BIOMASSA DE LIGNOCELULOSE E ALIMENTO DE ANIMAL RUMINANTE,C12P 7/10; C13K 1/02
BR29920032,PI0903040,10.08.2009,BR,PROCESSO PARA PRODUÇÃO DE ETANOL E SÍLICA A PARTIR DA CASCA E PALHA DE ARROZ,C12P 7/06; C12R 1/645; C12R 1/84; C12R 1/865; C12P 3/00
BR6380228,PI0804753-7,13.06.2008,BR,"PROCESSO INDUSTRIAL DE SECAGEM DE BAGAÇO DE CANA-DE-AÇÚCAR PARA PRODUÇÃO DE BRIQUETES/PELLETS, UTILIZANDO AS ENERGIAS TÉRMICA E ELÉTRICA EXCEDENTES DAS USINAS DE AÇÚCAR E/OU ÁLCOOL",C10L 5/44
BR373259931,102021003691,26.02.2021,BR,DESTOXIFICAÇÃO DE HIDROLISADO ÁCIDO DE BAGAÇO DA CANA-DEAÇÚCAR COM CÉLULAS INATIVAS DE SACCHAROMYCES CEREVISEAE VISANDO MELHORIA NO PROCESSO FERMENTATIVO,C12P 7/10; C12Q 1/02; C12N 1/22; C12R 1/865; C12R 1/645
WO2011048238,PCT/ES2010/000421,15.10.2010,WO,VINEYARD CULTURE METHOD ENABLING THE YEASTS THEREOF TO BE OBTAINED FOR HIGH SUGAR AND ALCOHOL CONTENT FERMENTATION,A01G 17/02; C12G 1/022; C12N 1/16; C12G 3/02
BR244941593,BR2017050133,26.05.2017,BR,PROCESSO INTEGRADO PARA O PRÉ-TRATAMENTO DE BIOMASSA E PRODUÇÃO DE BIO-ÓLEO,C10G 1/04; C10L 5/44; C10B 57/08; C10B 53/02; C11B 1/04
BR6297164,301912-8,14.05.2003,BR,"Gel obtido de polìmero produzido a partir da sìntese do melaço da cana-de-açúcar e de outros açúcares, via microorganismo zoogloea sp.",A61F 2/00; A61F 2/00; C12P 19/00; C12P 19/00
BR6248322,103326-3,19.03.2001,BR,"Produção de biomassa viva de bactérias dos gêneros lactobacillos, bifidobacterium e streptococcus com atividade probiótica em meio de cultivo a base de melaço e caldo de cana - de- açúcar",C12N 1/20; C12N 1/20; C12R 1/225; C12R 1/46
WO2014106220,PCT/US2013/078390,31.12.2013,WO,PROCESSES FOR FRACTIONATING WHOLE PLANTS TO PRODUCE FERMENTABLE SUGARS AND CO-PRODUCTS,C12P 19/02; C12P 19/04; C12P 19/12
WO2015039065,PCT/US2014/055755,16.09.2014,WO,"PROCESSES AND APPARATUS FOR REFINING SUGARCANE TO PRODUCE SUGARS, BIOFUELS, AND/OR BIOCHEMICALS",C13B 5/00; C13B 20/00; C12P 7/06
WO2015019362,PCT/IN2014/000433,27.06.2014,WO,PREPARATION OF ETHANOL FROM LIGNOCELLULOSIC MATERIALS,C12P 7/10; C12P 7/14; C12M 1/00
BR128740949,102012023582,06.09.2012,BR,processo para a obtenção de endoglucanase de bactéria termofílica,C12N 9/42; C12N 15/09
BR174174995,102014031211,12.12.2014,BR,PROCESSO DE PRODUÇÃO DE XAROPE DE AÇÚCAR INVERTIDO,C12P 19/02; C13K 3/00; C12N 11/02; C13B 50/00; C12R 1/865
WO2019124143,PCT/JP2018/045299,10.12.2018,WO,METHOD FOR ENZYMATICALLY PRODUCING BIOETHANOL USING CELLULOSIC BIOMASS AS STARTING MATERIAL,C12P 7/10; C12P 19/02; C12N 9/24
BR219405246,CA2015050215,20.03.2015,BR,MÉTODO PARA PROCESSAR UMA MATÉRIA-PRIMA CELULÓSICA EM ALTA CONSISTÊNCIA,C12P 7/10; C12P 1/00; C12P 19/14; C12P 7/02; C12P 7/06; D21C 1/10
WO2015138260,PCT/US2015/019324,07.03.2015,WO,PROCESSES FOR PRODUCING FLUFF PULP AND ETHANOL FROM SUGARCANE,C08B 15/00; C08B 37/14; C12P 7/06
WO2011070445,PCT/IB2010/003443,09.12.2010,WO,CONTINUOUS METHOD FOR PRODUCING BIODIESEL FUEL,C10L 1/02; C07C 67/02; B01J 19/10
BR6372395,PI0800147-2,03.01.2008,BR,PROCESSO DE PRODUÇÃO DE BAGAÇO DE CANA-DE-AÇÚCAR PELETIZADO,C10L 5/44
BR6296257,212170-0,27.08.2002,BR,"Polinucleotìdeo isolado, cassete de expressão, vetor, célular, planta, semente, fruto ou grão, produto, composição de amido, grão, amido, parte de planta, amido, dextrina, maltooligossacarìdeo ou açúcar, maltodextrina e métodos para preparar grânulos de amido, uma solução de produto de amido hidrolisado, um produto de amido hidrolidado, etanol, uma solução aquosa compreendendo açúcar, produtos derivados de amido de grão, maltodextrina e dextrinas ou açúcares, para produzir milho hiperdoce, um produto alimentìcio farináceo e açúcar fermentável, para converter amido, para usar uma parte de planta transformada e sementes transformadas, para adoçar um produto contendo amido e uma fruta ou legume e para isolar alfa-amilase, glucoamilase, glucose isomerase, alfa-glucosidase e pululanase",A01H 5/00; A01H 5/00; A01H 5/08; A01H 5/08; A01H 5/10; A01H 5/10; A23L 1/10; A23L 1/10; C07H 3/00; C07H 3/02; C07H 3/06; C08B 30/00; C08B 30/04; C08B 30/12; C08B 30/18; C12N 1/21; C12N 1/21; C12N 5/10; C12N 5/10; C12N 9/00; C12N 9/00; C12N 9/24; C12N 9/24; C12N 9/26; C12N 9/26; C12N 9/32; C12N 9/34; C12N 9/44; C12N 9/44; C12N 15/09; C12N 15/09; C12N 15/10; C12N 15/10; C12N 15/31; C12N 15/31; C12N 15/56; C12N 15/56; C12N 15/62; C12N 15/62; C12N 15/82; C12N 15/82; C12N 15/84; C12N 15/84; C12P 7/02; C12P 7/06; C12P 19/00; C12P 19/04; C12P 19/14; C12P 19/24
BR6373355,PI0802522-3,29.07.2008,BR,COMPOSIÇÃO DE NUTRIENTES PARA ALIMENTAR LEVEDURAS DE CANA-DE-AÇUCAR,C12N 1/16
WO2016070258,PCT/BR2015/050207,09.11.2015,WO,"EXPRESSION CARTRIDGE FOR THE TRANSFORMATION OF EUKARYOTIC CELLS, GENETICALLY MODIFIED MICRO-ORGANISM WITH EFFICIENT XYLOSE CONSUMPTION, METHOD FOR PRODUCING BIOFUELS AND/OR BIOCHEMICALS, AND THUS PRODUCED BIOFUEL AND/OR BIOCHEMICAL AND/OR ETHANOL",C12N 15/61; C12N 15/52; C12N 15/81; C12N 1/19; C12N 1/22; C12P 7/10; C12P 7/00
WO2008095033,PCT/US2008/052517,30.01.2008,WO,"ENZYMES FOR THE TREATMENT OF LIGNOCELLULOSICS, NUCLEIC ACIDS ENCODING THEM AND METHODS FOR MAKING AND USING THEM",C07K 5/00; C12N 9/00; A61K 48/00
BR6274294,113263-6,02.08.2001,BR,Processo de hidrólise de lignocelulósicos com sais metálicos/ácidos diluìdos,C12P 7/02; C12P 7/08; C12P 7/10; C13K 1/00; C13K 1/02
BR200867617,JP2013067977,01.07.2013,BR,MÉTODO PARA PRODUZIR UM LÍQUIDO DE AÇÚCAR INCLUINDO LAVAGEM COM SOLUÇÃO ALCALINA AQUOSA E SOLUÇÃO AQUOSA DE SAL INORGÂNICO,C12P 19/14
BR6378595,PI0706170-6,02.05.2007,BR,"PROCESSO TECNOLÓGICO INTEGRADO PARA PRODUÇÃO CONCOMITANTE DE BIOMASSA MICROBIANA E ALGAL A PARTIR DE DERIVADOS E RESÍDUOS DA CANA-DE-AÇÚCAR: APLICAÇÕES NA EXTRAÇÃO DE LIPÍDIOS, PRODUÇÃO DE BIODIESEL E/OU ÓLEO COMBUSTÍVEL",C12P 7/64; C10L 1/02; C11C 3/04; C11B 1/04; C12R 1/645; C12R 1/66; C12R 1/72; C12R 1/78; C12R 1/80; C12R 1/89
WO2009116070,PCT/IN2009/000076,04.02.2009,WO,COMPLETE LIQUEFACTION OF LIGNOCELLULOSIC AGROWASTES TO FORM LIQUID BIOFUELS,C12P 7/06
BR6365195,C10705520-0,21.11.2008,BR,PROCESSO PARA PRODUÇÃO DE BIOCOMBUSTÍVEL OU ÓLEO PARA CRAQUEAMENTO CATALÍTICO A PARTIR DE RESÍDUOS DE DESTILARIA DE ETANOL,C12P 7/62; C12P 7/64; C12S 3/18; C10L 1/02; C12R 1/89; C12F 3/02
WO2016065453,PCT/BR2015/050198,30.10.2015,WO,"EXPRESSION CASSETTE FOR EUKARYOTIC CELL TRANSFORMATION, METHOD FOR TRANSFORMING EUKARYOTIC CELLS, GENETICALLY MODIFIED MICROORGANISM, METHOD FOR PRODUCING BIOFUELS AND/OR BIOCHEMICALS, AND BIOFUEL AND/OR BIOCHEMICAL THEREBY PRODUCED",C12N 15/61; C12N 15/52; C12N 15/81; C12N 1/19; C12N 1/22; C12P 7/10; C12P 7/00
BR344269391,102021010467,28.05.2021,BR,PROCESSO DE PRÉ-TRATAMENTO DE EXTRUSÃO SECA DO AMIDO AUXILIADO POR BIOMASSA LIGNOCELULÓSICA,C12P 19/14; C12P 19/16; C12N 1/22; B29C 48/00
BR6303497,313272-2,28.07.2003,BR,Produção de um produto de fermentação,C12P 7/02; C12P 7/08; C13K 1/00; C13K 1/02
BR6286094,215051-4,17.12.2002,BR,Sistema e método para extração de energia a partir de resìduo agrìcola,C05F 17/00; C05F 17/00; C12P 7/02; C12P 7/04
WO2011153516,PCT/US2011/039192,03.06.2011,WO,YEAST EXPRESSING SACCHAROLYTIC ENZYMES FOR CONSOLIDATED BIOPROCESSING USING STARCH AND CELLULOSE,C12N 1/15; C12N 1/19
BR397447032,102022003667,25.02.2022,BR,FORMULAÇÃO DE COMBUSTÍVEL RENOVÁVEL APLICADO EM CICLO DIESEL E BASEADA EM ÁLCOOIS,C10L 1/02; C10L 1/23; C10L 1/182; C10L 10/12; C10L 10/08
BR76645128,PI0615697,06.09.2006,BR,"PROCESSO PARA A PRODUÇÃO DE PELO MENOS UM METABÓLITO MICROBIANO NÃO VOLÁTIL NA FORMA SÓLIDA, FORMAÇÃO SÓLIDA DE UM METABÓLICO, E, USO DA FORMULAÇÃO",C12P 13/08; C12P 13/14; C12P 19/14
BR374027013,102021004001,02.03.2021,BR,FORMULAÇÃO DE COMBUSTÍVEL RENOVÁVEL APLICADO EM CICLO DIESEL E BASEADA EM ÁLCOOIS,C10L 1/12; C10L 1/14; C10L 1/10
WO2010039971,PCT/US2009/059248,01.10.2009,WO,"PRODUCTION OF BIODIESEL, CELLULOSIC SUGARS, AND PEPTIDES FROM THE SIMULTANEOUS ESTERIFICATION AND ALCOHOL YSIS/HYDROLYSIS OF MATERIALS WITH OIL- CONTAINING SUBSTITUENTS INCLUDING PHOSPHOLIPIDS AND CELLULOSIC AND PEPTIDIC CONTENT",C07C 67/08; C12P 7/62
BR374027062,102021024740,07.12.2021,BR,PROCESSO PARA OBTENÇÃO DE ÁLCOOL DE CEREAIS A PARTIR DE RESÍDUOS,C12P 7/06; C12R 1/865
BR6001307,8007603,19.11.1980,BR,PROCESSO DE FEMENTACAO DE ACUCARES FERMENTESCIVEIS PARA OBTENCAO DE ALCOOL ETILICO (ETANOL) COM USO DE VACUO PARA SEPARACAO DO ALCOOL E CONCOMITANTE CONTROLE DA TEMPERATURA,C12P 7/02; C12P 7/06
BR368141197,102020025293,10.12.2020,BR,PROCESSO PARA IDENTIFICAÇÃO E CARACTERIZAÇÃO DE GENES SPLS RELACIONADOS AO ACÚMULO DE BIOMASSA LIGNOCELULÓSICA E SACAROSE EM CANA-DE-AÇÚCAR; SEQUÊNCIAS GÊNICAS E SEUS USOS,G16B 30/10; C12Q 1/68; C12N 15/29
BR6298031,303645-6,10.10.2003,BR,Processo para obtenção de álcool combustìvel a partir da fermentação natural sem adição de produtos quìmicos em todas as suas fases,C12P 7/02; C12P 7/06
BR6371663,PI0705073-9,20.04.2007,BR,PROCESSO DE OBTENÇÃO DO NEGRO DE FUMO ORGÂNICO,C01B 31/02; C10L 5/44; C09C 1/48
WO2016140742,PCT/US2016/013618,15.01.2016,WO,SYNERGISTIC BACILLUS THURINGIENSIS SUBSP. AIZAWAI AND BACILLUS THURINGIENSIS SUBSP. KURSTAKI PESTICIDAL MIXTURES,A01N 63/02; C12P 1/04; C07K 14/325
BR153391877,102013022434,02.09.2013,BR,PROCESSO PARA FERMENTAÇÃO MICROBIANA DE SUBSTRATOS AÇUCARADOS,C12P 7/04; C12P 1/02; C12P 1/04
WO2015188244,PCT/BR2015/050075,12.06.2015,WO,"EXPRESSION CARTRIDGE FOR THE TRANSFORMATION OF EUKARYOTIC CELLS, METHOD FOR TRANSFORMING EUKARYOTIC CELLS, GENETICALLY MODIFIED ORGANISM, METHOD FOR PRODUCING BIOFUELS AND/OR BIOCHEMICALS, AND THUS PRODUCED BIOFUEL AND/OR BIOCHEMICAL",C12N 15/81; C12N 15/67; C12P 7/06
BR30788506,PI1002583,02.06.2010,BR,MISTURA DE ÉSTERES BIODEGRADÁVEIS DE ORIGEM VEGETAL DESTINADO AO USO COMO PLASTIFICANTE DE MATERIAIS POLIMÉRICOS,C07C 67/03
BR6299645,306946-0,14.11.2003,BR,"Plasmìdio recombinante, método de obtenção de uma linhagem de levedura transgênica e linhagem de levedura transgênica",C12N 15/56; C12N 15/56; C12N 15/63; C12N 15/63; C12N 15/81; C12N 15/81; C12P 7/02; C12P 7/06; C12Q 1/68; C12Q 1/68; C12S 3/00; C12S 3/10
BR6221642,9293-2,20.04.2000,BR,Processo para cultivar um fungo basidiomiceto emum meio de cultura lìquido,C12M 1/00; C12M 1/00; A01G 1/04; A01G 1/04; C12M 1/04; C12M 1/04; C12M 1/16; C12M 1/16; C12N 1/14; C12N 1/14
BR368142988,EP2020077009,25.09.2020,BR,PRÉ-TRATAMENTO DE ALIMENTOS LIGNOCELULÓSICOS PARA A PRODUÇÃO DE GLICÓIS,C07C 29/132; C07C 29/60; C07C 31/20; C08H 8/00
BR368142985,EP2020077013,25.09.2020,BR,PRÉ-TRATAMENTO DE ALIMENTOS LIGNOCELULÓSICOS PARA A PRODUÇÃO DE GLICÓIS,C07C 29/132; C07C 29/60; C07C 31/20; C08H 8/00
WO2009044868,PCT/JP2008/068073,03.10.2008,WO,"BACTERIUM CAPABLE OF FERMENTING GLUCOSE, MANNOSE AND XYLOSE SIMULTANEOUSLY, AND METHOD FOR PRODUCTION OF BIOETHANOL USING THE BACTERIUM",C12N 1/21; C12N 1/22; C12N 15/09; C12P 7/08; C12R 1/01
BR6177194,,15.12.1997,BR,Processo para obtenção de acetona-butanol e acido acetico na rota de produção de metanol a partir derejeitos e residuos deixados pela produção de etanol e açucar,C07C 51/10; C07C 51/10; C10J 3/02; C10J 3/02; C12P 5/00; C12P 5/02; C12P 7/02; C12P 7/16; C12P 7/24; C12P 7/28
WO2015155788,PCT/IN2015/000159,06.04.2015,WO,METHOD FOR EFFICIENT ENZYMATIC HYDROLYSIS OF LIGNOCELLULOSIC MATERIALS,C12N 9/42
BR6248254,103200-3,22.02.2001,BR,Processo de composição de aglomerado em acendedor,C10L 11/00; C10L 11/04
BR90369244,PI1100711,19.01.2011,BR,PROCESSO DE OBTENÇÃO DE ÉSTERES ETÍLICOS A PARTIR DE ÓLEOS VEGETAIS E ÉSTER ETÍLICO DE ÁCIDO GRAXO,B01J 23/04; C07B 63/00; C07C 67/02; C10L 1/02
BR379059373,102021008718,05.05.2021,BR,PROCESSO DE OBTENÇÃO DE NANOCELULOSE E NANOLIGNINA DE CASCA DE SOJA PELA HIDRÓLISE ENZIMÁTICA E PRODUTOS OBTIDOS,C12P 1/04
BR6221994,100470-0,08.02.2001,BR,Regulação e manipulação do teor de sacarose em cana-de-açúcar,C12N 9/12; C12N 9/12; C12N 15/54; C12N 15/54; C12N 15/82; C12N 15/82
BR5991633,8000652,01.02.1980,BR,PROCESSO DE FABRICACAO DE ALCOOL ETILICO E PARTIR DE CANA-DE-ACUCAR COM PRODUCAO CONCOMITANTE DE ENERGIA ELETRICA E BIOFERTILIZANTE,C12P 7/02; C12P 7/08
BR6371914,PI0705512-9,05.11.2007,BR,MÉTODO RÁPIDO PARA SEPARAÇÃO DE NISINA PRODUZIDA POR FERMENTAÇÃO DE MEIO ALTERNATIVO CONTENDO SUBPRODUTOS DA INDÚSTRIA SUCROALCOOLEIRA E LATICÍNIO E APLICAÇÕES,C07K 1/18; C07K 1/34; C07K 14/195; C12P 21/02; C12F 3/00; C12S 3/00
BR217835880,US2011049532,29.08.2011,BR,"REGIÃO REGULADORA DE TRANSCRIÇÃO QUIMÉRICA COMPREENDENDO INTENSIFICADOR VIRAL BACILIFORME DE CANA-DEAÇÚCAR (SCBV), CONSTRUCTO E PROCESSO DE PRODUÇÃO DE UMA PLANTA TRANSGÊNICA",C12N 15/82; A01H 5/10
BR6341555,PI 0505299-8,11.11.2005,BR,processo de produção de etanol a partir do hidrolisado da fração hemicelulósica do bagaço de cana-de-açúcar em reator do tipo prensa,C12P 7/02; C12P 7/14
BR6241416,10998-3,24.05.2000,BR,"Enzima, molécula de polinucleotìdeo isolado, vetor de expressão, célula cultivada em que tenha sido introduzido um vetor de expressão, composição enzimática, cultura biológica isolada, e, processos para degradação de biomassa contendo celulose, e para produção de um polipeptìdeo",C12N 15/09; C12N 15/09; C12N 1/19; C12N 1/19; C12N 1/20; C12N 1/20; C12N 1/21; C12N 1/21; C12N 9/00; C12N 9/00; C12N 9/24; C12N 9/24; C12N 9/42; C12N 9/42; C12R 1/125; C12R 1/865; C12S 3/00; C12S 3/04
BR393462353,IB2018053663,23.05.2018,BR,PROCESSO PARA A PRODUÇÃO DE UM PRODUTO DE FERMENTAÇÃO,C12N 15/81; C12N 15/52
BR393397731,IB2018053663,23.05.2018,BR,PROCESSO PARA A PRODUÇÃO DE UM PRODUTO DE FERMENTAÇÃO,C12N 15/81; C12N 15/52
WO2013050509,PCT/EP2012/069679,05.10.2012,WO,YEAST BIOETHANOL PRODUCTION STRAINS ALLOWING RAPID DETECTION OF WILD CONTAMINANT STRAINS,C12N 1/19; C12P 7/14; C12Q 1/04
BR374027849,EP2020083877,30.11.2020,BR,PROCESSO PARA A PRODUÇÃO SIMULTÂNEA DE ALCOOLATOS DE SÓDIO E POTÁSSIO,C07C 29/70; C07C 31/30
WO2013131161,PCT/BR2013/000068,08.03.2013,WO,PROCESS AND APPARATUS FOR <i>IN SITU</i> PRODUCTION OF BIODIESEL ON A SMALL SCALE,C10L 1/02; B01J 19/00; C05F 11/00
